ANIO;MES;UBIGEO_HECHO;DPTO_HECHO_NEW;PROV_HECHO;DIST_HECHO;TIPO;SUB_TIPO;MODALIDAD;n_dist_ID_DGC
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR FUNCIONARIOS PUBLICOS;ABUSO DE AUTORIDAD;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;OSTENTACION DE DISTINTIVOS DE FUNCION O CARGOS QUE NO EJERCE;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;HONOR (DELITO);DIFAMACION;DIFAMACION;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LIBERTAD (DELITO);VIOLACION DE DOMICILIO;VIOLACION DE DOMICILIO;2
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;ACOSO;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;SECUESTRO;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;ACOSO SEXUAL;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;ACTOS CONTRA EL PUDOR DE MENORES;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;CHANTAJE SEXUAL;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;VIOLACION SEXUAL DE MENOR DE 14 AÑOS;2
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;5
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;10
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PATRIMONIO (DELITO);EXTORSION;EXTORSION;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PATRIMONIO (DELITO);HURTO;HURTO;7
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PATRIMONIO (DELITO);ROBO;ROBO;2
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PATRIMONIO (DELITO);ROBO;ROBO DE CELULAR;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;PATRIMONIO (DELITO);USURPACION;USURPACION;5
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;10
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;MICROCOMERCIALIZACION O MICROPRODUCCION;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;TRAFICO ILICITO DE DROGAS;2
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VIDA, EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;TENTATIVA DE HOMICIDIO;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;AGRESIONES EN CONTRA DE LAS MUJERES O INTEGRANTES DEL GRUPO FAMILIAR;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;16
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES CULPOSAS;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES GRAVES;1
2025;1;10101;AMAZONAS;CHACHAPOYAS;CHACHAPOYAS;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES LEVES;2
2025;1;10106;AMAZONAS;CHACHAPOYAS;CHUQUIBAMBA;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;1
2025;1;10108;AMAZONAS;CHACHAPOYAS;HUANCAS;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;1
2025;1;10109;AMAZONAS;CHACHAPOYAS;LA JALCA;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;1
2025;1;10109;AMAZONAS;CHACHAPOYAS;LA JALCA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;1
2025;1;10109;AMAZONAS;CHACHAPOYAS;LA JALCA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO EN CASA HABITADA;1
2025;1;10110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;DESOBEDIENCIA O RESISTENCIA A LA AUTORIDAD;1
2025;1;10110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;SUSTRACCION DE MENOR;1
2025;1;10110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;COACCION;1
2025;1;10110;AMAZONAS;CHACHAPOYAS;LEIMEBAMBA;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;1
2025;1;10114;AMAZONAS;CHACHAPOYAS;MOLINOPAMPA;PATRIMONIO (DELITO);ABIGEATO;HURTO DE GANADO;1
2025;1;10115;AMAZONAS;CHACHAPOYAS;MONTEVIDEO;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;FABRICACION, SUMINISTRO O TENENCIA DE MATERIALES PELIGROSOS (ARMAS, EXPLOSIVOS);1
2025;1;10118;AMAZONAS;CHACHAPOYAS;SAN FRANCISCO DE DAGUAS;PATRIMONIO (DELITO);ABIGEATO;HURTO DE GANADO;1
2025;1;10121;AMAZONAS;CHACHAPOYAS;SONCHE;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;VIOLACION SEXUAL;2
2025;1;10201;AMAZONAS;BAGUA;BAGUA;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR FUNCIONARIOS PUBLICOS;ABUSO DE AUTORIDAD;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;NEGATIVA A COLABORAR CON LA ADMINISTRACION DE JUSTICIA;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;CONTRA LA DIGNIDAD HUMANA;TRATA DE PERSONAS;TRATA DE PERSONAS;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;INDUCCION A LA FUGA DE MENOR;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;SUSTRACCION DE MENOR;3
2025;1;10201;AMAZONAS;BAGUA;BAGUA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;COACCION;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;VIOLACION SEXUAL;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);DAÑOS;DAÑO AGRAVADO;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA AGRAVADA;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);EXTORSION;EXTORSION;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);HURTO;HURTO;11
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;7
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;8
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);ROBO;ROBO;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO A MANO ARMADA;2
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);ROBO;TENTATIVA DE ROBO;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);USURPACION;USURPACION;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;PATRIMONIO (DELITO);USURPACION;USURPACION AGRAVADA;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;4
2025;1;10201;AMAZONAS;BAGUA;BAGUA;SEGURIDAD PUBLICA (DELITO);SALUD PUBLICA;PROMOCION O FAVORECIMIENTO AL TRAFICO ILICITO DE DROGAS;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;VIDA, EL CUERPO Y LA SALUD (DELITO);EXPOSICION A PELIGRO O ABANDONO DE PERSONAS EN PELIGRO;EXPOSICION O ABANDONO PELIGROSO;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;VIDA, EL CUERPO Y LA SALUD (DELITO);HOMICIDIO;HOMICIDIO CALIFICADO - ASESINATO;2
2025;1;10201;AMAZONAS;BAGUA;BAGUA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;AGRESIONES EN CONTRA DE LAS MUJERES O INTEGRANTES DEL GRUPO FAMILIAR;5
2025;1;10201;AMAZONAS;BAGUA;BAGUA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;5
2025;1;10201;AMAZONAS;BAGUA;BAGUA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES CULPOSAS;1
2025;1;10201;AMAZONAS;BAGUA;BAGUA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES GRAVES;2
2025;1;10202;AMAZONAS;BAGUA;ARAMANGO;LIBERTAD (DELITO);OFENSAS AL PUDOR PUBLICO;EXHIBICIONES Y PUBLICACIONES OBSENAS;1
2025;1;10202;AMAZONAS;BAGUA;ARAMANGO;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;TENTATIVA DE VIOLACION SEXUAL;1
2025;1;10202;AMAZONAS;BAGUA;ARAMANGO;PATRIMONIO (DELITO);USURPACION;USURPACION;1
2025;1;10202;AMAZONAS;BAGUA;ARAMANGO;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;1
2025;1;10203;AMAZONAS;BAGUA;COPALLIN;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;FABRICACION,COMERCIALIZACION,USO O PORTE DE ARMAS;1
2025;1;10203;AMAZONAS;BAGUA;COPALLIN;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;ADMINISTRACION PUBLICA (DELITO);ADMINISTRACION DE JUSTICIA;FUGA DEL LUGAR DEL ACCIDENTE DE TRANSITO;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;VIOLACION SEXUAL;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;VIOLACION SEXUAL DE MENOR DE 14 AÑOS;2
2025;1;10205;AMAZONAS;BAGUA;IMAZA;PATRIMONIO (DELITO);APROPIACION ILICITA;APROPIACION DE PRENDA;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA AGRAVADA;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;PATRIMONIO (DELITO);HURTO;HURTO;4
2025;1;10205;AMAZONAS;BAGUA;IMAZA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO DURANTE LA NOCHE;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO A MANO ARMADA;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;PATRIMONIO (DELITO);ROBO;ROBO AGRAVADO DURANTE LA NOCHE O EN LUGAR DESOLADO;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;1
2025;1;10205;AMAZONAS;BAGUA;IMAZA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES GRAVES;1
2025;1;10301;AMAZONAS;BONGARA;JUMBILLA;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;2
2025;1;10301;AMAZONAS;BONGARA;JUMBILLA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;1
2025;1;10301;AMAZONAS;BONGARA;JUMBILLA;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;PELIGRO POR MEDIO DE INCENDIO O EXPLOSION;1
2025;1;10305;AMAZONAS;BONGARA;CUISPES;PATRIMONIO (DELITO);USURPACION;USURPACION;1
2025;1;10306;AMAZONAS;BONGARA;FLORIDA;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;SUSTRACCION DE MENOR;1
2025;1;10306;AMAZONAS;BONGARA;FLORIDA;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;1
2025;1;10307;AMAZONAS;BONGARA;JAZAN;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;SUSTRACCION DE MENOR;1
2025;1;10307;AMAZONAS;BONGARA;JAZAN;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;ACOSO SEXUAL;1
2025;1;10307;AMAZONAS;BONGARA;JAZAN;PATRIMONIO (DELITO);DAÑOS;ABANDONO Y ACTOS DE CRUELDAD CONTRA ANIMALES DOMESTICOS Y SILVESTRES;1
2025;1;10307;AMAZONAS;BONGARA;JAZAN;PATRIMONIO (DELITO);DAÑOS;DAÑO AGRAVADO;1
2025;1;10307;AMAZONAS;BONGARA;JAZAN;PATRIMONIO (DELITO);HURTO;HURTO;2
2025;1;10307;AMAZONAS;BONGARA;JAZAN;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;1
2025;1;10307;AMAZONAS;BONGARA;JAZAN;PATRIMONIO (DELITO);USURPACION;USURPACION;1
2025;1;10307;AMAZONAS;BONGARA;JAZAN;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;PELIGRO POR MEDIO DE INCENDIO O EXPLOSION;1
2025;1;10307;AMAZONAS;BONGARA;JAZAN;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES LEVES;1
2025;1;10311;AMAZONAS;BONGARA;VALERA;PATRIMONIO (DELITO);DAÑOS;DAÑO AGRAVADO;1
2025;1;10312;AMAZONAS;BONGARA;YAMBRASBAMBA;PATRIMONIO (DELITO);DAÑOS;ABANDONO Y ACTOS DE CRUELDAD CONTRA ANIMALES DOMESTICOS Y SILVESTRES;1
2025;1;10312;AMAZONAS;BONGARA;YAMBRASBAMBA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;AGRESIONES EN CONTRA DE LAS MUJERES O INTEGRANTES DEL GRUPO FAMILIAR;3
2025;1;10401;AMAZONAS;CONDORCANQUI;NIEVA;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;INDUCCION A LA FUGA DE MENOR;1
2025;1;10401;AMAZONAS;CONDORCANQUI;NIEVA;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;SUSTRACCION DE MENOR;1
2025;1;10401;AMAZONAS;CONDORCANQUI;NIEVA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;COACCION;1
2025;1;10401;AMAZONAS;CONDORCANQUI;NIEVA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;SECUESTRO;1
2025;1;10401;AMAZONAS;CONDORCANQUI;NIEVA;PATRIMONIO (DELITO);EXTORSION;EXTORSION;1
2025;1;10401;AMAZONAS;CONDORCANQUI;NIEVA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;3
2025;1;10401;AMAZONAS;CONDORCANQUI;NIEVA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES GRAVES POR VIOLENCIA CONTRA LAS MUJERES E INTEGRANTES DEL GRUPO FAMILIAR;2
2025;1;10401;AMAZONAS;CONDORCANQUI;NIEVA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES LEVES;1
2025;1;10402;AMAZONAS;CONDORCANQUI;EL CENEPA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;AGRESIONES EN CONTRA DE LAS MUJERES O INTEGRANTES DEL GRUPO FAMILIAR;1
2025;1;10501;AMAZONAS;LUYA;LAMUD;AMBIENTALES(DELITO);CONTRA LOS RECURSOS NATURALES;DELITOS CONTRA LOS BOSQUES O FORMACIONES BOSCOSAS;1
2025;1;10501;AMAZONAS;LUYA;LAMUD;PATRIMONIO (DELITO);ABIGEATO;HURTO DE GANADO;1
2025;1;10501;AMAZONAS;LUYA;LAMUD;PATRIMONIO (DELITO);USURPACION;USURPACION;1
2025;1;10501;AMAZONAS;LUYA;LAMUD;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES GRAVES POR VIOLENCIA CONTRA LAS MUJERES E INTEGRANTES DEL GRUPO FAMILIAR;2
2025;1;10502;AMAZONAS;LUYA;CAMPORREDONDO;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;ACTOS CONTRA EL PUDOR;1
2025;1;10502;AMAZONAS;LUYA;CAMPORREDONDO;PATRIMONIO (DELITO);HURTO;HURTO;1
2025;1;10502;AMAZONAS;LUYA;CAMPORREDONDO;PATRIMONIO (DELITO);USURPACION;USURPACION;2
2025;1;10502;AMAZONAS;LUYA;CAMPORREDONDO;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;AGRESIONES EN CONTRA DE LAS MUJERES O INTEGRANTES DEL GRUPO FAMILIAR;1
2025;1;10504;AMAZONAS;LUYA;COLCAMAR;PATRIMONIO (DELITO);HURTO;HURTO;1
2025;1;10505;AMAZONAS;LUYA;CONILA;PATRIMONIO (DELITO);HURTO;HURTO DE VEHICULO;1
2025;1;10507;AMAZONAS;LUYA;LONGUITA;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;1
2025;1;10512;AMAZONAS;LUYA;OCALLI;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;ACOSO;2
2025;1;10512;AMAZONAS;LUYA;OCALLI;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;1
2025;1;10512;AMAZONAS;LUYA;OCALLI;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;2
2025;1;10513;AMAZONAS;LUYA;OCUMAL;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;1
2025;1;10513;AMAZONAS;LUYA;OCUMAL;PATRIMONIO (DELITO);HURTO;HURTO;2
2025;1;10513;AMAZONAS;LUYA;OCUMAL;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO;1
2025;1;10513;AMAZONAS;LUYA;OCUMAL;PATRIMONIO (DELITO);USURPACION;USURPACION;2
2025;1;10513;AMAZONAS;LUYA;OCUMAL;PATRIMONIO (DELITO);USURPACION;USURPACION AGRAVADA;1
2025;1;10513;AMAZONAS;LUYA;OCUMAL;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;1
2025;1;10513;AMAZONAS;LUYA;OCUMAL;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;AGRESIONES EN CONTRA DE LAS MUJERES O INTEGRANTES DEL GRUPO FAMILIAR;1
2025;1;10514;AMAZONAS;LUYA;PISUQUIA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;COACCION;1
2025;1;10514;AMAZONAS;LUYA;PISUQUIA;PATRIMONIO (DELITO);HURTO;HURTO;1
2025;1;10521;AMAZONAS;LUYA;SANTO TOMAS;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD PERSONAL;SECUESTRO;1
2025;1;10522;AMAZONAS;LUYA;TINGO;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;ACOSO SEXUAL;1
2025;1;10522;AMAZONAS;LUYA;TINGO;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;CHANTAJE SEXUAL;1
2025;1;10522;AMAZONAS;LUYA;TINGO;PATRIMONIO (DELITO);DAÑOS;DAÑO SIMPLE;1
2025;1;10522;AMAZONAS;LUYA;TINGO;PATRIMONIO (DELITO);RECEPTACION;RECEPTACION;1
2025;1;10601;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;6
2025;1;10601;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;PATRIMONIO (DELITO);HURTO;HURTO DE ACCESORIOS Y AUTOPARTES DE VEHICULOS;1
2025;1;10601;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;PATRIMONIO (DELITO);USURPACION;USURPACION;1
2025;1;10601;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;14
2025;1;10601;AMAZONAS;RODRIGUEZ DE MENDOZA;SAN NICOLAS;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;1
2025;1;10604;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;FE PUBLICA (DELITO);FALSIFICACION DE DOCUMENTOS EN GENERAL;FALSIFICACION DE DOCUMENTOS;1
2025;1;10604;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;1
2025;1;10604;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;PATRIMONIO (DELITO);HURTO;HURTO;1
2025;1;10604;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;PATRIMONIO (DELITO);USURPACION;USURPACION;1
2025;1;10604;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;1
2025;1;10604;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES GRAVES POR VIOLENCIA CONTRA LAS MUJERES E INTEGRANTES DEL GRUPO FAMILIAR;1
2025;1;10604;AMAZONAS;RODRIGUEZ DE MENDOZA;HUAMBO;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES LEVES;1
2025;1;10605;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;ACTOS CONTRA EL PUDOR DE MENORES;1
2025;1;10605;AMAZONAS;RODRIGUEZ DE MENDOZA;LIMABAMBA;PATRIMONIO (DELITO);HURTO;HURTO;1
2025;1;10606;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;PATRIMONIO (DELITO);ESTAFA Y OTRAS DEFRAUDACIONES;ESTAFA;1
2025;1;10606;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;PATRIMONIO (DELITO);HURTO;HURTO;3
2025;1;10606;AMAZONAS;RODRIGUEZ DE MENDOZA;LONGAR;SEGURIDAD PUBLICA (DELITO);PELIGRO COMUN;CONDUCCION EN ESTADO DE EBRIEDAD O DROGADICCION;2
2025;1;10609;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;LIBERTAD (DELITO);VIOLACION DE LA LIBERTAD SEXUAL;VIOLACION SEXUAL;1
2025;1;10609;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PATRIMONIO (DELITO);HURTO;HURTO;2
2025;1;10609;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PATRIMONIO (DELITO);HURTO;HURTO AGRAVADO EN CASA HABITADA;1
2025;1;10609;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;PATRIMONIO (DELITO);USURPACION;USURPACION;1
2025;1;10609;AMAZONAS;RODRIGUEZ DE MENDOZA;OMIA;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;1
2025;1;10612;AMAZONAS;RODRIGUEZ DE MENDOZA;VISTA ALEGRE;VIDA, EL CUERPO Y LA SALUD (DELITO);LESIONES;LESIONES;1
2025;1;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR FUNCIONARIOS PUBLICOS;ABUSO DE AUTORIDAD;1
2025;1;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;INGRESO INDEBIDO DE MATERIALES O COMPONENTES CON FINES DE ELABORACION DE EQUIPOS DE COMUNICACION EN;1
2025;1;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;ADMINISTRACION PUBLICA (DELITO);COMETIDOS POR PARTICULARES;USURPACION DE FUNCION PUBLICA;1
2025;1;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;FAMILIA (DELITO);ATENTADOS CONTRA LA PATRIA POTESTAD;SUSTRACCION DE MENOR;2
2025;1;10701;AMAZONAS;UTCUBAMBA;BAGUA GRANDE;FE PUBLICA (DELITO);DISPOSICIONES COMUNES;FALSEDAD GENERICA;3
